data_dir,C',SB,VV,HH,N
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,1.0,0.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,4.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,1.0,3.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,1.0,1.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,4.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,1.0,4.0,0.0,155.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,1.0,2.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,2.0,0.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,1.0,2.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,5.0,0.0,155.0,160.0
2025-06-23--17h-27m-45s,1.0,1.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,1.0,0.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,4.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,1.0,2.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,1.0,1.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,4.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,1.0,1.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,1.0,2.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,4.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,1.0,2.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,1.0,2.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,1.0,0.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,1.0,0.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,1.0,2.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,4.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,2.0,1.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,1.0,1.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,4.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,4.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,1.0,0.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,1.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,5.0,0.0,155.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,1.0,1.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,5.0,0.0,155.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,1.0,1.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,1.0,1.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,1.0,2.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,1.0,4.0,0.0,155.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,5.0,0.0,155.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,4.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,4.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,1.0,0.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,1.0,0.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,1.0,3.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,1.0,0.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,1.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,4.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,4.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,1.0,3.0,0.0,156.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,5.0,0.0,155.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,1.0,0.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,1.0,0.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,1.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,3.0,0.0,157.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
2025-06-23--17h-27m-45s,0.0,2.0,0.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,0.0,0.0,160.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,1.0,158.0,160.0
2025-06-23--17h-27m-45s,0.0,1.0,0.0,159.0,160.0
